Signum	Plats	Socken	Härad	Kommun	Placering	Koordinater	Urspr. plats?	Nuv. koord.	Sockenkod/Fornlämningsnr.	Runtyper	Korsform	Period/Datering	Stilgruppering	Ristare	Materialtyp	Material	Föremål	Övrigt	Alternativt signum	Referens	Bildlänk
N 256 †M 	Hesby kirke	Hesby sn	Rogaland fylke	Finnøy		(59.1763 ; 5.8139)						M slutet av 1200-t?			sten	täljsten	dopfunt				
N 257 M 	Talgje kirke	Talgje sn	Rogaland fylke	Finnøy		(59.1063 ; 5.8415)						M mitten av 1100-t			sten		murstenar				
N 258 M 	Talgje kirke	Talgje sn	Rogaland fylke	Finnøy		(59.1063 ; 5.8415)						M			sten		mursten				
N 259 $ 	Sørbø	Rennesøy sn (Sørbø)	Rogaland fylke	Rennesøy		(59.1279 ; 5.6436)			[lokalitet/24362]			V			sten		runsten	Stenen återfunnen 1963.	L 1601	Liestøl 1964:32ff; $=Källström 2008b	
N 260  	Sørbø	Rennesøy sn (Sørbø)	Rogaland fylke	Rennesøy	Stavanger museum							V	RAK		sten		runsten				
N 261 $M 	Hauske kirke	Rennesøy sn (Hauske)	Rogaland fylke	Rennesøy		(59.1006 ; 5.6889)						M			sten		gravhäll	Ett fragment hittades 2007 i kyrkgolvet under predikstolen. 		$=databas Oslo	
N 262 M 	Bru	Mosterøy sn	Rogaland fylke	Rennesøy	Stavanger museum (nr. 3550)							M			metall	bly	kors				
N 263 M 	Bru	Mosterøy sn	Rogaland fylke	Rennesøy	Stavanger museum (nr. 3550)							M			metall	bly	kors				
N 264 M 	Utstein kloster	Mosterøy sn	Rogaland fylke	Rennesøy		(59.1031 ; 5.5906)						M			sten	täljsten	mursten				
N 265 M 	Utstein kloster	Mosterøy sn	Rogaland fylke	Rennesøy		(59.1031 ; 5.5906)						M			sten		mursten				
N 266 †M 	Avaldsnes kirke	Avaldsnes sn	Rogaland fylke	Karmøy		(59.3559 ; 5.2916)						M?			sten		runsten				
N 267 M 	Avaldsnes kirke	Avaldsnes sn	Rogaland fylke	Karmøy		(59.3559 ; 5.2916)						M			sten	täljsten	mursten				
N 268 M 	Sandeid kirke	Sandeid sn	Rogaland fylke	Vindafjord	Bergens museum (nr. 6102)	(59.5468 ; 5.8576)						M ca 1300			metall		kyrkklocka				
N 269 M 	?	?	?	?	Stavanger museum							M ca 1300			sten		häll				
N 270 M 	?	?	?	?	Stavanger museum							M			sten	marmor	rund sten				
N 271  	Gjerde kirke	Etne sn (Gjerde)	Hordaland fylke	Etne		(59.6641 ; 5.9348)						V	RAK		sten		runsten		L 1465		
N 272 M 	Gjerde kirke	Etne sn (Gjerde)	Hordaland fylke	Etne		(59.6641 ; 5.9348)						M 1100-t			sten		runsten				
N 273  	Grindheim kirke	Etne sn (Grindheim)	Hordaland fylke	Etne		(59.6699 ; 6.0040)						V	RAK		sten		runsten		L 1466		
N 274 M 	Nerheim kirke	Ølen sn	Rogaland fylke (tid. Hordaland)	Vindafjord								M			sten		gravhäll	Ornamentiken från slutet av 1000-t, inskriften 100-200 år yngre.			
N 275 †M 	Strandebarm kirke	Strandebarm sn	Hordaland fylke	Kvam		(60.2694 ; 6.0132)						M ca 1300			trä	trä	pelare		L 1927		
N 276 M 	Strandebarm kirke	Strandebarm sn	Hordaland fylke	Kvam	Bergens museum	(60.2694 ; 6.0132)						M			sten	gråsten	gravhäll				
N 277 †M 	Odda kirke	Odda sn	Hordaland fylke	Odda		(60.0702 ; 6.5478)						M			sten		gravhäll				
N 278 M 	Jåstad	Ullensvang sn	Hordaland fylke	Ullensvang								M 1100-1200-t			trä	trä	stock				
N 279 M 	Opedal kapell	Ullensvang sn	Hordaland fylke	Ullensvang	Bergens museum	(60.32 ; 6.67)						M			sten		gravhäll				
N 280 †M 	Kinsarvik kirke	Kinsarvik sn	Hordaland fylke	Ullensvang		(60.3763 ; 6.7220)						M			sten		gravhäll				
N 281 †M 	Kinsarvik kirke	Kinsarvik sn	Hordaland fylke	Ullensvang		(60.3763 ; 6.7220)						M			sten		gravhäll				
N 282  	Trå I	Granvin sn	Hordaland fylke	Granvin	Bergens museum (nr. 6657)							V 900-950 (Imer 2007)			metall	brons	skopa	Samma skopa som N 283 och N 284.			
N 283  	Trå II	Granvin sn	Hordaland fylke	Granvin	Bergens museum (nr. 6657)							V 900-950 (Imer 2007)			metall	brons	skopa	Samma skopa som N 282 och N 284.			
N 284  	Trå III	Granvin sn	Hordaland fylke	Granvin	Bergens museum (nr. 6657)							V 900-950 (Imer 2007)			metall	brons	skopa	Samma skopa som N 282 och N 283.			
N 285 M 	Mølster	Voss sn	Hordaland fylke	Voss								M			trä	trä	träinskrift				
N 286 M 	Os kirke	Os sn	Hordaland fylke	Os	Bergens museum							M 1200-t			sten	täljsten	dopfunt				
N 287 M 	Bergen	Bergen		Bergen	Bergens Universitets Oldsaksamling							M 1150-1200			sten	marmor	gravhäll				
N 288 M 	Bryggen, Bergen	Bergen		Bergen	Bergens museum (nr. 6029)							M			ben/horn	valben	spelbricka				
N 289 M 	Bryggen, Bergen	Bergen		Bergen	Bergens museum (nr. 6601)							M andra hälften av 1200-t			trä	trä, idegran	träföremål				
N 290 M 	Bryggen, Bergen	Bergen		Bergen	Bergens museum (nr. 7097b)							M 1100-t			ben/horn	ben	kam				
N 291 M 	Bryggen, Bergen	Bergen		Bergen	Bergens museum (nr. 7097d)							M			trä	trä	kniv				
N 292 M 	Bryggen, Bergen	Bergen		Bergen	Bergens museum (nr. 7097e)							M			trä	trä	hyvel				
N 293 M 	Bryggen, Bergen	Bergen		Bergen	Bergens Universitets Oldsaksamling (nr. 10266c)							M			trä	trä	pinne				
N 294 M 	Bryggen, Bergen	Bergen		Bergen	Bergens Universitets Oldsaksamling (nr. 10266b)							M			trä	trä	pinne				
N 295 M 	Bryggen, Bergen	Bergen		Bergen	Bergens Universitets Oldsaksamling (nr. 10266d)							M			trä	trä	pinne				
N 296 †M 	Haus kirke	Haus sn	Hordaland fylke	Osterøy		(60.4538 ; 5.4937)						M			sten		gravhäll		L 1648		
N 297 M 	Hamre kirke	Hamre sn	Hordaland fylke	Osterøy		(60.5447 ; 5.3519)						M ca 1300			trä	trä	träinskrift				
N 298 M 	Hamre kirke	Hamre sn	Hordaland fylke	Osterøy		(60.5447 ; 5.3519)						M ca 1300, samtidig med N 297			trä	trä	träinskrift				
N 299 M 	Hamre kirke	Hamre sn	Hordaland fylke	Osterøy		(60.5447 ; 5.3519)						M			trä	trä	träinskrift				
N 300  	Eikeland	Hamre sn	Hordaland fylke	Osterøy	Bergens museum							V	RAK		sten	gnejs	runsten				
N 301 M 	Manger kirke	Radøy sn (Manger)	Hordaland fylke	Radøy	Bergens museum	(60.6415 ; 5.0426)						M			sten		gravhäll				
N 302 †M 	Morken	Radøy sn (Manger)	Hordaland fylke	Radøy								M			sten		runsten				
N 303 M 	Fortun kirke	Fortun sn	Sogn og Fjordane fylke	Luster		(61.493 ; 7.687)		(60.3393 ; 5.3533)				M början av 1100-t			metall	ek, klätt med koppar	relikskrin				
N 304 M 	Fortun kirke	Fortun sn	Sogn og Fjordane fylke	Luster		(61.493 ; 7.687)		(60.3393 ; 5.3533)				M			trä	trä	träinskrift				
N 305 M 	Fortun kirke	Fortun sn	Sogn og Fjordane fylke	Luster		(61.493 ; 7.687)		(60.3393 ; 5.3533)				M			trä	trä	träinskrift				
N 306 M 	Fortun kirke	Fortun sn	Sogn og Fjordane fylke	Luster		(61.493 ; 7.687)		(60.3393 ; 5.3533)				M			trä	trä	träinskrift				
N 307 M 	Fortun kirke	Fortun sn	Sogn og Fjordane fylke	Luster		(61.493 ; 7.687)		(60.3393 ; 5.3533)				M			trä	trä	träinskrift				
N 308 M 	Fortun kirke	Fortun sn	Sogn og Fjordane fylke	Luster		(61.493 ; 7.687)		(60.3393 ; 5.3533)				M			trä	trä	träinskrift				
N 309 M 	Fortun kirke	Fortun sn	Sogn og Fjordane fylke	Luster		(61.493 ; 7.687)		(60.3393 ; 5.3533)				M			trä	trä	träinskrift				
N 310 M 	Dale kirke	Dale sn	Sogn og Fjordane fylke	Luster		(61.4413 ; 7.4553)						M			sten		mursten				
N 311 M 	Dale kirke	Dale sn	Sogn og Fjordane fylke	Luster		(61.4413 ; 7.4553)						M			sten		mursten				
N 312 M 	Dale kirke	Dale sn	Sogn og Fjordane fylke	Luster		(61.4413 ; 7.4553)						M ca 1300			sten		kvadersten				
N 313 M 	Dale kirke	Dale sn	Sogn og Fjordane fylke	Luster		(61.4413 ; 7.4553)						M			sten		mursten				
N 314 M 	Dale kirke	Dale sn	Sogn og Fjordane fylke	Luster		(61.4413 ; 7.4553)						M			sten		mursten				
N 315 M 	Dale kirke	Dale sn	Sogn og Fjordane fylke	Luster		(61.4413 ; 7.4553)						M			sten		mursten				
N 316 M 	Dale kirke	Dale sn	Sogn og Fjordane fylke	Luster		(61.4413 ; 7.4553)						M			sten		kvadersten				
N 317 M 	Hafslo kirke	Hafslo sn	Sogn og Fjordane fylke	Luster	Bergens museum	(61.3109 ; 7.1856)						M ca 1300			sten		gravhäll				
N 318 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 319 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M s 1100-t			trä	trä	träinskrift				
N 320 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 321 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 322 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 323 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M andra hälften av 1100-t			trä	trä	träinskrift				
N 324 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 325 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 326 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 327 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 328 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 329 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 330 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 331 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 332 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 333 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 334 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M 1100-t			trä	trä	träinskrift				
N 335 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 336 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	tallrik				
N 337 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	björk	pinne				
N 338 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	furu	pinne				
N 339 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M? ca 900-1200			trä	furu	träkloss				
N 340 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 341 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 342 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 343 M 	Urnes kirke	Solvorn sn	Sogn og Fjordane fylke	Luster		(61.298074 ; 7.322624)						M			trä	trä	träinskrift				
N 344 M 	Årdal kirke	Nedre Årdal sn	Sogn og Fjordane fylke	Årdal	Bergens museum	(61.0989 ; 7.4951)						M ca 1200			trä	furu	stav				
N 345 M 	Årdal kirke	Nedre Årdal sn	Sogn og Fjordane fylke	Årdal	Bergens museum	(61.0989 ; 7.4951)						M			trä	trä	pinne				
N 346 M 	Årdal kirke	Nedre Årdal sn	Sogn og Fjordane fylke	Årdal	Bergens museum	(61.0989 ; 7.4951)						M			trä	trä	träinskrift				
N 347 M 	Tønjum kirke	Tønjum sn	Sogn og Fjordane fylke	Lærdal	Bergens museum	(61.0574 ; 7.5174)						M			metall	järn	dörring				
N 348 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal	Oldsaksamlingen (nr. 5317)	(61.0472 ; 7.8123)						M			trä	furu	skiva				
N 349 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal	Oldsaksamlingen (nr. 5318)	(61.0472 ; 7.8123)						M			trä	björk	stav				
N 350 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 351 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 352 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 353 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 354 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 355 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 356 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 357 $M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift			$=NOR 1990:21, http://urn.nb.no/URN:NBN:no-44877	
N 358 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 359 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 360 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 361 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 362 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 363 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 364 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 365 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 366 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 367 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 368 $M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M s 1100-t			trä	trä	träinskrift			$=NOR 1990:21, http://urn.nb.no/URN:NBN:no-44877	
N 369 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 370 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 371 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 372 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 373 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 374 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 375 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 376 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 377 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 378 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 379 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 380 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 381 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 382 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 383 M 	Borgund kirke	Borgund sn	Sogn og Fjordane fylke	Lærdal		(61.0472 ; 7.8123)						M			trä	trä	träinskrift				
N 384 M 	Stedje kirke	Stedje sn	Sogn og Fjordane fylke	Sogndal	Bergens museum	(61.2266 ; 7.0956)						M ca 1175			trä	trä	träinskrift				
N 385 M 	Stedje kirke	Stedje sn	Sogn og Fjordane fylke	Sogndal	Bergens museum	(61.2266 ; 7.0956)						M			trä	trä	träinskrift				
N 386 M 	Stedje	Stedje sn	Sogn og Fjordane fylke	Sogndal					[lokalitet/60593]			M ca 1100			sten	grå gnejs	runsten		L 2020		
N 387 M 	Kaupanger kirke	Kaupanger sn	Sogn og Fjordane fylke	Sogndal		(61.1842 ; 7.2334)						M			trä	trä	träinskrift				
N 388 M 	Kaupanger kirke	Kaupanger sn	Sogn og Fjordane fylke	Sogndal		(61.1842 ; 7.2334)						M			trä	trä	träinskrift				
N 389 M 	Kaupanger kirke	Kaupanger sn	Sogn og Fjordane fylke	Sogndal		(61.1842 ; 7.2334)						M			trä	trä	träinskrift				
N 390 †M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			sten		gravhäll		L 1832		
N 391 †M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			sten		gravhäll		L 1833		
N 392 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 393 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M ca 1150			trä	trä	träinskrift				
N 394 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 395 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 396 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 397 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 398 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 399 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 400 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
N 401 M 	Hopperstad kirke	Vik sn	Sogn og Fjordane fylke	Vik		(61.0775 ; 6.5690)						M			trä	trä	träinskrift				
